ID      Data        Hora             Tempo               Temp. Ext.  Humi. Ext.  Sensor0     Sensor1     Sensor2     Sensor3     Sensor4     Sensor5     Sensor6     Sensor7     
1       2024-06-15  08:48:24.453749  0:00:02.702037      23.2000     95.0000     21.2500     21.4375     
2       2024-06-15  08:48:44.498702  0:00:22.746985      23.2000     95.0000     21.1250     21.3125     
3       2024-06-15  08:49:04.548041  0:00:42.796326      23.2000     95.0000     21.1875     21.4375     
4       2024-06-15  08:49:24.596178  0:01:02.844462      23.3000     95.0000     21.1875     21.4375     
5       2024-06-15  08:49:44.645281  0:01:22.893565      23.3000     95.0000     21.1875     21.4375     
6       2024-06-15  08:50:04.694492  0:01:42.942777      23.3000     95.0000     21.2500     21.5000     
7       2024-06-15  08:50:24.742744  0:02:02.991028      23.4000     95.0000     21.3125     21.5000     
8       2024-06-15  08:50:44.792366  0:02:23.040650      23.5000     95.0000     21.3750     21.5000     
9       2024-06-15  08:51:04.841905  0:02:43.090188      23.5000     95.0000     21.5000     21.6250     
10      2024-06-15  08:51:24.889936  0:03:03.138221      23.5000     95.0000     21.5625     21.6250     
11      2024-06-15  08:51:44.939435  0:03:23.187719      23.5000     95.0000     21.6250     21.7500     
12      2024-06-15  08:52:04.988659  0:03:43.236943      23.6000     95.0000     21.7500     21.7500     
13      2024-06-15  08:52:25.036901  0:04:03.285185      23.6000     95.0000     21.8750     21.8125     
14      2024-06-15  08:52:45.086359  0:04:23.334644      23.6000     95.0000     21.9375     21.8750     
15      2024-06-15  08:53:05.135635  0:04:43.383920      23.6000     95.0000     22.0625     22.0000     
16      2024-06-15  08:53:25.183961  0:05:03.432244      23.6000     95.0000     22.1250     22.0000     
17      2024-06-15  08:53:45.233414  0:05:23.481699      23.6000     95.0000     22.1875     22.0625     
18      2024-06-15  08:54:05.282820  0:05:43.531105      23.5000     95.0000     22.3125     22.1875     
19      2024-06-15  08:54:25.330931  0:06:03.579215      23.5000     95.0000     22.3750     22.2500     
20      2024-06-15  08:54:45.380650  0:06:23.628941      23.4000     95.0000     22.4375     22.2500     
21      2024-06-15  08:55:05.429603  0:06:43.677886      23.2000     95.0000     22.5625     22.3750     
22      2024-06-15  08:55:25.478214  0:07:03.726499      23.1000     95.0000     22.6250     22.5000     
23      2024-06-15  08:55:45.527547  0:07:23.775831      22.9000     95.0000     22.6875     22.4375     
24      2024-06-15  08:56:05.574434  0:07:43.822719      22.9000     95.0000     22.7500     22.6250     
25      2024-06-15  08:56:25.622674  0:08:03.870958      22.8000     95.0000     22.8750     22.6250     
26      2024-06-15  08:56:45.672279  0:08:23.920564      22.7000     95.0000     22.9375     22.6875     
27      2024-06-15  08:57:05.719651  0:08:43.967936      22.7000     95.0000     23.0000     22.7500     
28      2024-06-15  08:57:25.766660  0:09:04.014944      22.6000     95.0000     23.1250     22.8750     
29      2024-06-15  08:57:45.812117  0:09:24.060400      22.6000     95.0000     23.1250     23.0000     
30      2024-06-15  08:58:05.852212  0:09:44.100496      22.5000     95.0000     23.1250     23.0000     
31      2024-06-15  08:58:25.889991  0:10:04.138274      22.5000     95.0000     23.1875     23.0000     
32      2024-06-15  08:58:45.929167  0:10:24.177452      22.4000     95.0000     23.3750     23.0625     
33      2024-06-15  08:59:05.968050  0:10:44.216334      22.4000     95.0000     23.4375     23.1875     
34      2024-06-15  08:59:26.006249  0:11:04.254560      22.4000     95.0000     23.5000     23.1875     
35      2024-06-15  08:59:46.045289  0:11:24.293573      22.4000     95.0000     23.5625     23.2500     
36      2024-06-15  09:00:06.087223  0:11:44.335527      22.4000     95.0000     23.6250     23.3750     
37      2024-06-15  09:00:26.125532  0:12:04.373818      22.3000     95.0000     23.6250     23.3750     
38      2024-06-15  09:00:46.164396  0:12:24.412680      22.4000     95.0000     23.7500     23.5000     
39      2024-06-15  09:01:06.203274  0:12:44.451559      22.4000     95.0000     23.8125     23.5000     
40      2024-06-15  09:01:26.241466  0:13:04.489750      22.4000     95.0000     23.8750     23.5625     
41      2024-06-15  09:01:46.280207  0:13:24.528500      22.5000     95.0000     23.8750     23.6250     
42      2024-06-15  09:02:06.323414  0:13:44.571698      22.6000     95.0000     24.0000     23.6250     
43      2024-06-15  09:02:26.369737  0:14:04.618020      22.7000     95.0000     24.0625     23.7500     
44      2024-06-15  09:02:46.414638  0:14:24.662921      22.8000     95.0000     24.0625     23.7500     
45      2024-06-15  09:03:06.460868  0:14:44.709153      22.9000     95.0000     24.1250     23.8750     
46      2024-06-15  09:03:26.500089  0:15:04.748374      23.0000     95.0000     24.1250     23.9375     
47      2024-06-15  09:03:46.542171  0:15:24.790456      23.1000     95.0000     24.1250     24.0000     
48      2024-06-15  09:04:06.582785  0:15:44.831068      23.2000     95.0000     24.2500     23.9375     
49      2024-06-15  09:04:26.621101  0:16:04.869385      23.2000     95.0000     24.2500     24.0625     
50      2024-06-15  09:04:46.659831  0:16:24.908114      23.2000     95.0000     24.2500     24.0625     
51      2024-06-15  09:05:06.707173  0:16:44.955457      23.3000     95.0000     24.3125     24.1250     
52      2024-06-15  09:05:26.751546  0:17:04.999831      23.4000     95.0000     24.3750     24.1875     
53      2024-06-15  09:05:46.799615  0:17:25.047900      23.4000     95.0000     24.3750     24.1875     
54      2024-06-15  09:06:06.848027  0:17:45.096311      23.5000     95.0000     24.3750     24.2500     
55      2024-06-15  09:06:26.896157  0:18:05.144441      23.6000     95.0000     24.4375     24.3125     
56      2024-06-15  09:06:46.944365  0:18:25.192648      23.6000     95.0000     24.4375     24.3750     
57      2024-06-15  09:07:06.993705  0:18:45.241988      23.6000     95.0000     24.5000     24.3750     
58      2024-06-15  09:07:27.041977  0:19:05.290261      23.6000     95.0000     24.5625     24.3750     
59      2024-06-15  09:07:47.093267  0:19:25.341552      23.6000     95.0000     24.5625     24.3750     
60      2024-06-15  09:08:07.148625  0:19:45.396909      23.7000     95.0000     24.6875     24.3750     
61      2024-06-15  09:08:27.206270  0:20:05.454586      23.7000     95.0000     24.6875     24.5000     
62      2024-06-15  09:08:47.264582  0:20:25.512867      23.7000     95.0000     24.7500     24.5000     
63      2024-06-15  09:09:07.320939  0:20:45.569223      23.7000     95.0000     24.7500     24.5625     
64      2024-06-15  09:09:27.370336  0:21:05.618621      23.8000     95.0000     24.7500     24.5625     
65      2024-06-15  09:09:47.420839  0:21:25.669123      23.9000     95.0000     24.6875     24.5625     
66      2024-06-15  09:10:07.478197  0:21:45.726482      23.9000     95.0000     24.8125     24.6875     
67      2024-06-15  09:10:27.527567  0:22:05.775851      23.9000     95.0000     24.8125     24.6875     
68      2024-06-15  09:10:47.576486  0:22:25.824754      23.9000     95.0000     24.8750     24.6250     
69      2024-06-15  09:11:07.626402  0:22:45.874688      23.9000     95.0000     24.9375     24.7500     
70      2024-06-15  09:11:27.673887  0:23:05.922151      23.8000     95.0000     24.8750     24.8125     
71      2024-06-15  09:11:47.721805  0:23:25.970093      23.7000     95.0000     24.9375     24.9375     
72      2024-06-15  09:12:07.768048  0:23:46.016332      23.5000     95.0000     25.0000     24.8125     
73      2024-06-15  09:12:27.812985  0:24:06.061269      23.4000     95.0000     25.0000     24.8125     
74      2024-06-15  09:12:47.854946  0:24:26.103229      23.3000     95.0000     25.0625     24.8750     
75      2024-06-15  09:13:07.897630  0:24:46.145915      23.1000     95.0000     25.1250     24.8750     
76      2024-06-15  09:13:27.943626  0:25:06.191910      23.0000     95.0000     25.1250     24.9375     
77      2024-06-15  09:13:47.987796  0:25:26.236079      22.9000     95.0000     25.1250     25.0625     
78      2024-06-15  09:14:08.035861  0:25:46.284163      22.8000     95.0000     25.1875     25.0000     
79      2024-06-15  09:14:28.075694  0:26:06.323976      22.7000     95.0000     25.1875     25.0000     
80      2024-06-15  09:14:48.124511  0:26:26.372794      22.7000     95.0000     25.1875     25.0625     
81      2024-06-15  09:15:08.171665  0:26:46.419949      22.6000     95.0000     25.2500     25.0625     
82      2024-06-15  09:15:28.215596  0:27:06.463885      22.6000     95.0000     25.2500     25.1250     
83      2024-06-15  09:15:48.261753  0:27:26.510036      22.6000     95.0000     25.2500     25.0625     
84      2024-06-15  09:16:08.310802  0:27:46.559087      22.6000     95.0000     25.3125     25.1875     
85      2024-06-15  09:16:28.357345  0:28:06.605629      22.6000     95.0000     25.3125     25.2500     
86      2024-06-15  09:16:48.403346  0:28:26.651631      22.6000     95.0000     25.3125     25.1875     
87      2024-06-15  09:17:08.450575  0:28:46.698860      22.7000     95.0000     25.3750     25.2500     
88      2024-06-15  09:17:28.496670  0:29:06.744954      22.8000     95.0000     25.3125     25.1875     
89      2024-06-15  09:17:48.537831  0:29:26.786115      22.8000     95.0000     25.3750     25.2500     
90      2024-06-15  09:18:08.583933  0:29:46.832216      22.9000     95.0000     25.3750     25.3125     
91      2024-06-15  09:18:28.631897  0:30:06.880181      22.9000     95.0000     25.4375     25.3125     
92      2024-06-15  09:18:48.677054  0:30:26.925329      23.0000     95.0000     25.4375     25.2500     
93      2024-06-15  09:19:08.725589  0:30:46.973874      23.1000     95.0000     25.4375     25.3750     
94      2024-06-15  09:19:28.771326  0:31:07.019609      23.2000     95.0000     25.5000     25.3125     
95      2024-06-15  09:19:48.810637  0:31:27.058921      23.2000     95.0000     25.5000     25.4375     
96      2024-06-15  09:20:08.852645  0:31:47.100929      23.2000     95.0000     25.5000     25.3750     
97      2024-06-15  09:20:28.891508  0:32:07.139790      23.2000     95.0000     25.5625     25.3750     
98      2024-06-15  09:20:48.934009  0:32:27.182293      23.3000     95.0000     25.6250     25.3750     
99      2024-06-15  09:21:08.983077  0:32:47.231361      23.4000     95.0000     25.6250     25.5000     
100     2024-06-15  09:21:29.022700  0:33:07.270983      23.4000     95.0000     25.6250     25.5625     
101     2024-06-15  09:21:49.068122  0:33:27.316398      23.5000     95.0000     25.6250     25.5625     
102     2024-06-15  09:22:09.116427  0:33:47.364712      23.6000     95.0000     25.6250     25.5625     
103     2024-06-15  09:22:29.161635  0:34:07.409919      23.6000     95.0000     25.6250     25.5625     
104     2024-06-15  09:22:49.212709  0:34:27.460993      23.7000     95.0000     25.6875     25.6875     
105     2024-06-15  09:23:09.266254  0:34:47.514566      23.7000     95.0000     25.6875     25.6250     
106     2024-06-15  09:23:29.320620  0:35:07.568904      23.7000     95.0000     25.6875     25.5625     
107     2024-06-15  09:23:49.367901  0:35:27.616185      23.8000     95.0000     25.7500     25.6250     
108     2024-06-15  09:24:09.418146  0:35:47.666430      23.8000     95.0000     25.7500     25.6875     
109     2024-06-15  09:24:29.471668  0:36:07.719953      23.9000     95.0000     25.7500     25.6875     
110     2024-06-15  09:24:49.517770  0:36:27.766055      23.9000     95.0000     25.7500     25.6875     
